% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=159833, Mon Mar  3 22:16:36 2025, <python>{}</python>
1 19 9.7103733845311 1.0000497203371386 279.29135859917466 2.7929135859917466e+02 789.5376997113268 1996.8907196323544 519.611410254855   
2 38 9.479207206898346 1.0000497203371386 114.1222384222412 1.1412223842224120e+02 745.6887458362503 1261.5688521403401 472.17288601487576   
3 57 9.276886675570529 1.0133674665535801 114.1222384222412 1.2606460796667790e+02 547.0683899628326 1219.2618675678873 385.1630549470193   
4 76 9.105817612387314 1.0133674665535801 114.1222384222412 1.4247298937442110e+02 739.7167792256392 2095.2944446459323 426.0746533691456   
5 95 8.953759963651738 1.0152946394011442 114.1222384222412 1.1730590597979537e+02 494.6720967369007 1226.149463889159 348.48491222027224   
6 114 8.819746786086506 1.0152946394011442 114.1222384222412 2.0087901566868214e+02 445.537579620512 722.7977692944073 140.88251837151205   
7 133 8.690917904210684 1.0173900556038455 114.1222384222412 1.6797625893163621e+02 488.8843349231797 921.8699465380197 356.7023898581152   
8 152 8.580219184930819 1.0173900556038455 114.1222384222412 1.4414542387007464e+02 423.52124589973437 1755.4459945749602 236.45382974205188   
9 171 8.474807522921427 1.0201258338669599 22.77805158721523 2.2778051587215231e+01 363.8403646290407 759.778133980323 320.79328183643497   
10 190 8.385093254005177 1.0201258338669599 -32.60331550492998 -3.2603315504929981e+01 328.8967794444709 742.7428645937377 351.2493468146796   
11 209 8.309409898508893 1.0223926785540252 -32.60331550492998 6.0244407501998602e+01 211.15586662540426 888.2495596883357 416.890421257192   
12 228 8.23144189075988 1.0223926785540252 -32.60331550492998 7.8184989114050026e+01 319.6115187836954 803.7055288516101 286.32274299449125   
13 247 8.165025154615005 1.0260734326942287 -32.60331550492998 4.0445187612130638e+01 227.52543132850846 757.0174049662559 323.8407318966021   
14 266 8.109626962394426 1.0260734326942287 -32.60331550492998 8.9148754156733517e+01 296.2272073739988 777.1789797967235 237.3680772699147   
15 285 8.061364660903878 1.0300915807851407 -32.60331550492998 -1.0566671072943862e+01 256.84940853962723 905.0439885741084 353.2097346533435   
16 304 8.019600684867045 1.0300915807851407 -32.60331550492998 7.6162398328386359e+01 302.31118027489447 764.9588736018559 278.2596873951981   
17 323 7.984817103241375 1.0345182179322825 -43.14841831630733 -4.3148418316307328e+01 228.2089449774545 556.1125643244397 201.9952888497134   
18 342 7.9533004912628495 1.0345182179322825 -43.14841831630733 3.2137636418728874e+00 173.8198971353071 652.8706143544024 160.52093435561693   
19 361 7.925739982361714 1.0397231775366857 -43.14841831630733 -8.5672796011830314e+00 133.0969719277664 854.3507230314407 127.83350738938714   
20 380 7.896866677713254 1.0397231775366857 -58.7344546469667 -5.8734454646966697e+01 148.20324702982376 672.0401769927724 241.12802067581617   
21 399 7.8729719289164315 1.0449344772312823 -58.7344546469667 -6.7274027207973859e+00 109.64363117949281 284.56700432649313 108.28401263133138   
22 418 7.855740830969597 1.0449344772312823 -58.7344546469667 4.3030840629557346e+01 179.50240986548016 581.7151484308571 315.9979114615469   
23 437 7.845379489812861 1.050657644020989 -58.7344546469667 4.2417298078673205e+01 134.89152753108445 679.8430509406694 116.08733501163503   
24 456 7.844345512795351 1.050657644020989 -58.7344546469667 -7.5113195140865230e-01 124.03145640813429 213.66115977261887 50.77619712845525   
25 475 7.841290809741909 1.0570845672690385 -58.7344546469667 -2.9566947609519445e+01 104.52711385615193 337.26094695767404 118.60282760873463   
26 494 7.841845022407539 1.0570845672690385 -184.96002807896963 -1.8496002807896963e+02 94.90030762809704 341.9480743698413 161.95291401115566   
27 513 7.846543865745787 1.063463725599061 -184.96002807896963 1.1930741943572485e+01 114.44629934202355 346.1837707514442 146.78995586340355   
28 532 7.842489083432799 1.063463725599061 -184.96002807896963 1.7610531412732968e+01 126.63930339476649 479.46260874256905 91.25808616239743   
29 551 7.837275050498815 1.0699153230230005 -184.96002807896963 2.5356868105210538e+01 89.63094275966503 393.8275701668809 115.51465342686669   
30 570 7.8489109665725065 1.0699153230230005 -184.96002807896963 -3.8027795134702558e+01 80.23106325449395 376.25640339927594 107.82185549448496   
31 589 7.863802751214474 1.0767570812422784 -184.96002807896963 -1.4226075869460442e+02 160.71074369822162 424.2945664474488 252.03922333556804   
32 608 7.883682576220201 1.0767570812422784 -184.96002807896963 9.5058209199031012e+00 194.68631074541216 663.3539933267361 228.23245815591218   
33 627 7.89706736526999 1.0848704844813044 -184.96002807896963 -5.7373482405865623e+01 104.42863707006174 342.61192935515123 167.4279017417336   
34 646 7.91995202779544 1.0848704844813044 -231.5597853043312 -2.3155978530433120e+02 78.74404920504603 2657.883793485287 170.68363378829588   
35 665 7.944940298265962 1.0927981989639313 -231.5597853043312 -2.0498298602347484e+02 64.36076098198834 881.5695300556571 220.08816443214897   
36 684 7.976584862336795 1.0927981989639313 -273.0917531758971 -2.7309175317589711e+02 19.039470038675063 1573.9969600365243 193.7842331994848   
37 703 7.999960877448259 1.1004279903727126 -273.0917531758971 -2.3472686078203884e+02 24.21372047915409 597.1567745024741 76.85286724018466   
38 722 8.021774950534239 1.1004279903727126 -273.0917531758971 -2.2805307168954064e+02 36.754984048486534 765.132047164557 165.74086772441538   
39 741 8.049696329828217 1.108763952193055 -274.05138553029246 -2.7405138553029246e+02 62.68799550412845 407.0066597093451 173.96525154282114   
40 760 8.069144295527387 1.108763952193055 -274.05138553029246 -2.3208591929361120e+02 -10.535115125650535 397.12143631823034 173.86573035963585   
